id,date,date_unixtime,edited,edited_unixtime,text_bold,text_plain,text_hashtag,text_string
22851,2022-08-25 03:49:47,1661388587,,,🔴 03:49 Повітряна тривога в Харківська область,,#Харківська_область,Слідкуйте за подальшими повідомленнями.
22852,2022-08-25 03:58:05,1661389085,2022-11-19 02:20:30,1668817230,🔴 03:58 Повітряна тривога в Полтавська область,,#Полтавська_область,Слідкуйте за подальшими повідомленнями.
22853,2022-08-25 03:58:32,1661389112,,,🔴 03:58 Повітряна тривога в Дніпропетровська область,,#Дніпропетровська_область,Слідкуйте за подальшими повідомленнями.
22854,2022-08-25 04:08:15,1661389695,,,🟡 04:08  Відбій тривоги в м. Вознесенськ та Вознесенська територіальна громада.,,#м_Вознесенськ_та_Вознесенська_територіальна_громада,"Зверніть увагу, тривога ще триває у:
- Миколаївська область"
22855,2022-08-25 04:09:09,1661389749,,,🔴 04:09 Повітряна тривога в Запорізька область,,#Запорізька_область,Слідкуйте за подальшими повідомленнями.
22856,2022-08-25 04:10:49,1661389849,,,🔴 04:10 Повітряна тривога в Донецька область,,#Донецька_область,Слідкуйте за подальшими повідомленнями.
22857,2022-08-25 04:11:05,1661389865,,,🔴 04:11 Повітряна тривога в Сумська область,,#Сумська_область,Слідкуйте за подальшими повідомленнями.
22858,2022-08-25 04:11:21,1661389881,,,🟢 04:11 Відбій тривоги в Херсонська область.,,#Херсонська_область,Слідкуйте за подальшими повідомленнями.
22859,2022-08-25 04:13:26,1661390006,,,🟢 04:13 Відбій тривоги в Одеська область.,,#Одеська_область,Слідкуйте за подальшими повідомленнями.
22860,2022-08-25 04:14:05,1661390045,,,🟡 04:14  Відбій тривоги в Кривоозерська територіальна громада.,,#Кривоозерська_територіальна_громада,"Зверніть увагу, тривога ще триває у:
- Миколаївська область"
22861,2022-08-25 04:25:59,1661390759,,,🔴 04:25 Повітряна тривога в Кіровоградська область,,#Кіровоградська_область,Слідкуйте за подальшими повідомленнями.
22862,2022-08-25 04:29:35,1661390975,,,🟢 04:29 Відбій тривоги в Миколаївська область.,,#Миколаївська_область,Слідкуйте за подальшими повідомленнями.
22863,2022-08-25 04:46:53,1661392013,,,🟢 04:46 Відбій тривоги в Полтавська область.,,#Полтавська_область,Слідкуйте за подальшими повідомленнями.
22864,2022-08-25 04:47:01,1661392021,,,🟢 04:47 Відбій тривоги в Дніпропетровська область.,,#Дніпропетровська_область,Слідкуйте за подальшими повідомленнями.
22865,2022-08-25 04:47:07,1661392027,,,🟢 04:47 Відбій тривоги в Кіровоградська область.,,#Кіровоградська_область,Слідкуйте за подальшими повідомленнями.
22866,2022-08-25 04:47:38,1661392058,,,🟢 04:47 Відбій тривоги в Запорізька область.,,#Запорізька_область,Слідкуйте за подальшими повідомленнями.
22867,2022-08-25 04:48:51,1661392131,,,🟢 04:48 Відбій тривоги в Донецька область.,,#Донецька_область,Слідкуйте за подальшими повідомленнями.
22868,2022-08-25 04:49:17,1661392157,,,🟢 04:49 Відбій тривоги в Харківська область.,,#Харківська_область,Слідкуйте за подальшими повідомленнями.
22869,2022-08-25 04:52:23,1661392343,,,🟢 04:52 Відбій тривоги в Сумська область.,,#Сумська_область,Слідкуйте за подальшими повідомленнями.
22870,2022-08-25 05:23:28,1661394208,,,🔴 05:23 Повітряна тривога в Дніпропетровська область,,#Дніпропетровська_область,Слідкуйте за подальшими повідомленнями.
22871,2022-08-25 05:23:36,1661394216,,,🔴 05:23 Повітряна тривога в Запорізька область,,#Запорізька_область,Слідкуйте за подальшими повідомленнями.
22872,2022-08-25 05:26:29,1661394389,,,🔴 05:26 Повітряна тривога в Донецька область,,#Донецька_область,Слідкуйте за подальшими повідомленнями.
22873,2022-08-25 05:39:26,1661395166,,,🟢 05:39 Відбій тривоги в Дніпропетровська область.,,#Дніпропетровська_область,Слідкуйте за подальшими повідомленнями.
22874,2022-08-25 05:39:45,1661395185,,,🟢 05:39 Відбій тривоги в Запорізька область.,,#Запорізька_область,Слідкуйте за подальшими повідомленнями.
22875,2022-08-25 05:46:20,1661395580,,,🟢 05:46 Відбій тривоги в Донецька область.,,#Донецька_область,Слідкуйте за подальшими повідомленнями.
22876,2022-08-25 05:51:26,1661395886,,,🔴 05:51 Повітряна тривога в Полтавська область,,#Полтавська_область,Слідкуйте за подальшими повідомленнями.
22877,2022-08-25 05:52:43,1661395963,,,🔴 05:52 Повітряна тривога в Дніпропетровська область,,#Дніпропетровська_область,Слідкуйте за подальшими повідомленнями.
22878,2022-08-25 05:53:08,1661395988,,,🔴 05:53 Повітряна тривога в Донецька область,,#Донецька_область,Слідкуйте за подальшими повідомленнями.
22879,2022-08-25 05:53:42,1661396022,,,🔴 05:53 Повітряна тривога в Харківська область,,#Харківська_область,Слідкуйте за подальшими повідомленнями.
22880,2022-08-25 05:53:55,1661396035,,,🔴 05:53 Повітряна тривога в Запорізька область,,#Запорізька_область,Слідкуйте за подальшими повідомленнями.
22881,2022-08-25 06:04:56,1661396696,,,🔴 06:04 Повітряна тривога в Вінницька область,,#Вінницька_область,Слідкуйте за подальшими повідомленнями.
22882,2022-08-25 06:16:59,1661397419,,,🟢 06:16 Відбій тривоги в Вінницька область.,,#Вінницька_область,Слідкуйте за подальшими повідомленнями.
22883,2022-08-25 06:23:36,1661397816,,,🟢 06:23 Відбій тривоги в Дніпропетровська область.,,#Дніпропетровська_область,Слідкуйте за подальшими повідомленнями.
22884,2022-08-25 06:23:57,1661397837,,,🟢 06:23 Відбій тривоги в Запорізька область.,,#Запорізька_область,Слідкуйте за подальшими повідомленнями.
22885,2022-08-25 06:24:04,1661397844,,,🟢 06:24 Відбій тривоги в Харківська область.,,#Харківська_область,Слідкуйте за подальшими повідомленнями.
22886,2022-08-25 06:24:17,1661397857,,,🔴 06:24 Повітряна тривога в м. Вознесенськ та Вознесенська територіальна громада,,#м_Вознесенськ_та_Вознесенська_територіальна_громада,Слідкуйте за подальшими повідомленнями.
22887,2022-08-25 06:24:28,1661397868,,,🔴 06:24 Повітряна тривога в Миколаївська область,,#Миколаївська_область,Слідкуйте за подальшими повідомленнями.
22888,2022-08-25 06:24:39,1661397879,,,🟢 06:24 Відбій загрози артобстрілу в м. Нікополь та Нікопольська територіальна громада.,,#м_Нікополь_та_Нікопольська_територіальна_громада,Слідкуйте за подальшими повідомленнями.
22889,2022-08-25 06:24:48,1661397888,,,🟢 06:24 Відбій тривоги в Полтавська область.,,#Полтавська_область,Слідкуйте за подальшими повідомленнями.
22890,2022-08-25 06:26:59,1661398019,,,🟢 06:26 Відбій тривоги в Донецька область.,,#Донецька_область,Слідкуйте за подальшими повідомленнями.
22891,2022-08-25 06:29:43,1661398183,,,🔴 06:29 Повітряна тривога в Кривоозерська територіальна громада,,#Кривоозерська_територіальна_громада,Слідкуйте за подальшими повідомленнями.
22892,2022-08-25 06:59:27,1661399967,,,🟡 06:59  Відбій тривоги в Миколаївська область.,,#Миколаївська_область,"Зверніть увагу, тривога ще триває у:
- Кривоозерська територіальна громада
- м. Вознесенськ та Вознесенська територіальна громада"
22893,2022-08-25 06:59:41,1661399981,,,🟢 06:59 Відбій тривоги в м. Вознесенськ та Вознесенська територіальна громада.,,#м_Вознесенськ_та_Вознесенська_територіальна_громада,Слідкуйте за подальшими повідомленнями.
22894,2022-08-25 07:02:50,1661400170,,,🟢 07:02 Відбій тривоги в Кривоозерська територіальна громада.,,#Кривоозерська_територіальна_громада,Слідкуйте за подальшими повідомленнями.
22895,2022-08-25 08:39:49,1661405989,,,🔴 08:39 Повітряна тривога в Харківська область,,#Харківська_область,Слідкуйте за подальшими повідомленнями.
22896,2022-08-25 08:59:04,1661407144,,,🟢 08:59 Відбій тривоги в Харківська область.,,#Харківська_область,Слідкуйте за подальшими повідомленнями.
22897,2022-08-25 09:57:49,1661410669,,,🔴 09:57 Повітряна тривога в Донецька область,,#Донецька_область,Слідкуйте за подальшими повідомленнями.
22898,2022-08-25 10:12:23,1661411543,,,🔴 10:12 Повітряна тривога в Запорізька область,,#Запорізька_область,Слідкуйте за подальшими повідомленнями.
22899,2022-08-25 10:20:06,1661412006,,,🟢 10:20 Відбій тривоги в Запорізька область.,,#Запорізька_область,Слідкуйте за подальшими повідомленнями.
22900,2022-08-25 10:44:23,1661413463,,,🟢 10:44 Відбій тривоги в Донецька область.,,#Донецька_область,Слідкуйте за подальшими повідомленнями.
22901,2022-08-25 12:21:06,1661419266,,,🔴 12:21 Загроза артобстрілу!,,#м_Нікополь_та_Нікопольська_територіальна_громада,"Зараз у м. Нікополь та Нікопольська територіальна громада артилерійський обстріл.
Пройдіть в укриття!"
22902,2022-08-25 12:56:36,1661421396,,,🔴 12:56 Повітряна тривога в Донецька область,,#Донецька_область,Слідкуйте за подальшими повідомленнями.
22903,2022-08-25 13:08:01,1661422081,,,🟢 13:08 Відбій тривоги в Донецька область.,,#Донецька_область,Слідкуйте за подальшими повідомленнями.
22904,2022-08-25 13:09:01,1661422141,,,🔴 13:09 Повітряна тривога в Дніпропетровська область,,#Дніпропетровська_область,Слідкуйте за подальшими повідомленнями.
22905,2022-08-25 13:10:07,1661422207,,,🔴 13:10 Повітряна тривога в Запорізька область,,#Запорізька_область,Слідкуйте за подальшими повідомленнями.
22906,2022-08-25 13:22:49,1661422969,,,🟢 13:22 Відбій тривоги в Дніпропетровська область.,,#Дніпропетровська_область,Слідкуйте за подальшими повідомленнями.
22907,2022-08-25 13:23:09,1661422989,,,🟢 13:23 Відбій тривоги в Запорізька область.,,#Запорізька_область,Слідкуйте за подальшими повідомленнями.
22908,2022-08-25 13:51:23,1661424683,,,🔴 13:51 Повітряна тривога в Дніпропетровська область,,#Дніпропетровська_область,Слідкуйте за подальшими повідомленнями.
22909,2022-08-25 14:11:18,1661425878,,,🟢 14:11 Відбій тривоги в Дніпропетровська область.,,#Дніпропетровська_область,Слідкуйте за подальшими повідомленнями.
22910,2022-08-25 17:05:10,1661436310,,,🔴 17:05 Повітряна тривога в Запорізька область,,#Запорізька_область,Слідкуйте за подальшими повідомленнями.
22911,2022-08-25 17:15:14,1661436914,,,🟢 17:15 Відбій тривоги в Запорізька область.,,#Запорізька_область,Слідкуйте за подальшими повідомленнями.
22912,2022-08-25 17:27:58,1661437678,,,🔴 17:27 Повітряна тривога в Запорізька область,,#Запорізька_область,Слідкуйте за подальшими повідомленнями.
22913,2022-08-25 18:03:30,1661439810,,,🟢 18:03 Відбій тривоги в Запорізька область.,,#Запорізька_область,Слідкуйте за подальшими повідомленнями.
22914,2022-08-25 18:30:02,1661441402,,,🔴 18:30 Повітряна тривога в Запорізька область,,#Запорізька_область,Слідкуйте за подальшими повідомленнями.
22915,2022-08-25 18:41:04,1661442064,,,🟢 18:41 Відбій тривоги в Запорізька область.,,#Запорізька_область,Слідкуйте за подальшими повідомленнями.
22916,2022-08-25 21:36:01,1661452561,,,🔴 21:36 Повітряна тривога в Харківська область,,#Харківська_область,Слідкуйте за подальшими повідомленнями.
22917,2022-08-25 21:54:28,1661453668,,,🔴 21:54 Повітряна тривога в Донецька область,,#Донецька_область,Слідкуйте за подальшими повідомленнями.
22918,2022-08-25 22:04:22,1661454262,,,🟢 22:04 Відбій тривоги в Харківська область.,,#Харківська_область,Слідкуйте за подальшими повідомленнями.
