id,date,date_unixtime,edited,edited_unixtime,text_bold,text_plain,text_hashtag,text_string
12703,2022-06-01 00:39:10,1654033150,2022-11-12 23:25:20,1668288320,,,#Сумський_район,"🔴 00:39 Повітряна тривога в Сумський район
Слідкуйте за подальшими повідомленнями."
12704,2022-06-01 01:02:08,1654034528,,,,,#Харківська_область,"🔴 01:02 Повітряна тривога в Харківська область
Слідкуйте за подальшими повідомленнями."
12705,2022-06-01 01:04:39,1654034679,,,,,#Полтавська_область,"🔴 01:04 Повітряна тривога в Полтавська область
Слідкуйте за подальшими повідомленнями."
12706,2022-06-01 01:04:46,1654034686,,,,,#Черкаська_область,"🔴 01:04 Повітряна тривога в Черкаська область
Слідкуйте за подальшими повідомленнями."
12707,2022-06-01 01:05:44,1654034744,,,,,#Кіровоградська_область,"🔴 01:05 Повітряна тривога в Кіровоградська область
Слідкуйте за подальшими повідомленнями."
12708,2022-06-01 01:07:52,1654034872,,,,,#Сумська_область,"🔴 01:07 Повітряна тривога в Сумська область
Слідкуйте за подальшими повідомленнями."
12709,2022-06-01 01:11:32,1654035092,,,,,#м_Київ,"🔴 01:11 Повітряна тривога в м. Київ
Слідкуйте за подальшими повідомленнями."
12710,2022-06-01 01:13:24,1654035204,,,,,#Житомирська_область,"🔴 01:13 Повітряна тривога в Житомирська область
Слідкуйте за подальшими повідомленнями."
12711,2022-06-01 01:14:07,1654035247,,,,,#Київська_область,"🔴 01:14 Повітряна тривога в Київська область
Слідкуйте за подальшими повідомленнями."
12712,2022-06-01 01:14:13,1654035253,,,,,#Чернігівська_область,"🔴 01:14 Повітряна тривога в Чернігівська область
Слідкуйте за подальшими повідомленнями."
12713,2022-06-01 01:31:14,1654036274,,,,,#Полтавська_область,"🟢 01:31 Відбій тривоги в Полтавська область.
Слідкуйте за подальшими повідомленнями."
12714,2022-06-01 01:31:40,1654036300,,,,,#Харківська_область,"🟢 01:31 Відбій тривоги в Харківська область.
Слідкуйте за подальшими повідомленнями."
12715,2022-06-01 01:31:54,1654036314,,,,,#м_Київ,"🟢 01:31 Відбій тривоги в м. Київ.
Слідкуйте за подальшими повідомленнями."
12716,2022-06-01 01:33:13,1654036393,,,,,#Чернігівська_область,"🟢 01:33 Відбій тривоги в Чернігівська область.
Слідкуйте за подальшими повідомленнями."
12717,2022-06-01 01:33:13,1654036393,,,,,#Черкаська_область,"🟢 01:33 Відбій тривоги в Черкаська область.
Слідкуйте за подальшими повідомленнями."
12718,2022-06-01 01:33:15,1654036395,,,,,#Житомирська_область,"🟢 01:33 Відбій тривоги в Житомирська область.
Слідкуйте за подальшими повідомленнями."
12719,2022-06-01 01:33:46,1654036426,,,,,#Київська_область,"🟢 01:33 Відбій тривоги в Київська область.
Слідкуйте за подальшими повідомленнями."
12720,2022-06-01 01:34:13,1654036453,,,,,#Кіровоградська_область,"🟢 01:34 Відбій тривоги в Кіровоградська область.
Слідкуйте за подальшими повідомленнями."
12721,2022-06-01 01:36:22,1654036582,,,,,#Сумська_область,"🟡 01:36  Відбій тривоги в Сумська область.
Зверніть увагу, тривога ще триває у:
-Сумський район"
12722,2022-06-01 01:36:39,1654036599,,,,,#Сумський_район,"🟢 01:36 Відбій тривоги в Сумський район.
Слідкуйте за подальшими повідомленнями."
12723,2022-06-01 03:15:34,1654042534,,,,,#Харківська_область,"🔴 03:15 Повітряна тривога в Харківська область
Слідкуйте за подальшими повідомленнями."
12724,2022-06-01 03:31:37,1654043497,,,,,#Харківська_область,"🟢 03:31 Відбій тривоги в Харківська область.
Слідкуйте за подальшими повідомленнями."
12725,2022-06-01 05:05:13,1654049113,,,,,#Донецька_область,"🔴 05:05 Повітряна тривога в Донецька область
Слідкуйте за подальшими повідомленнями."
12726,2022-06-01 05:25:17,1654050317,,,,,#Донецька_область,"🟢 05:25 Відбій тривоги в Донецька область.
Слідкуйте за подальшими повідомленнями."
12727,2022-06-01 06:16:58,1654053418,,,,,#Донецька_область,"🔴 06:16 Повітряна тривога в Донецька область
Слідкуйте за подальшими повідомленнями."
12728,2022-06-01 06:56:46,1654055806,,,,,#Харківська_область,"🔴 06:56 Повітряна тривога в Харківська область
Слідкуйте за подальшими повідомленнями."
12729,2022-06-01 08:18:36,1654060716,,,,,#Харківська_область,"🟢 08:18 Відбій тривоги в Харківська область.
Слідкуйте за подальшими повідомленнями."
12730,2022-06-01 08:31:27,1654061487,,,,,#Донецька_область,"🟢 08:31 Відбій тривоги в Донецька область.
Слідкуйте за подальшими повідомленнями."
12731,2022-06-01 10:17:48,1654067868,,,,,#Миколаївська_область,"🔴 10:17 Повітряна тривога в Миколаївська область
Слідкуйте за подальшими повідомленнями."
12732,2022-06-01 10:20:38,1654068038,,,,,#Арбузинська_територіальна_громада,"🔴 10:20 Повітряна тривога в Арбузинська територіальна громада
Слідкуйте за подальшими повідомленнями."
